job title,languages,age,location,salary,salary_category,genders
Software Development,Ruby,33,Masbate,93401,Senior,Male
Database Administration,PHP,63,Samar,60894,Mid Level,Female
Computer Support,Python,30,Cotabato,19588,Entry Level,Nonbinary
Software Development,JavaScript,25,Abra,75850,Senior,Male
Computer Support,Python,30,Catanduanes,37198,Junior,Female
Software Development,Ruby,25,Zamboanga del Sur,59660,Mid Level,Male
IT Analysis,C++,40,Camiguin,56846,Mid Level,Male
IT Sales Executive,Swift,30,Laguna,63951,Mid Level,Male
Web Development,JavaScript,30,Romblon,36204,Junior,Female
Web Development,Python,30,Zamboanga del Sur,32958,Junior,Female
Computer Support,JavaScript,30,Bohol,34184,Junior,Male
Web Development,Java,30,Ilocos Norte,50602,Mid Level,Male
Helpdesk Manager,HTML/CSS,45,Camarines Norte,64776,Mid Level,Female
Web Designer,JavaScript,23,Nueva Ecija,30015,Junior,Female
Web Development,PHP,30,Cotabato,42397,Mid Level,Female
Technology Sales,Python,30,Davao Occidental,36666,Junior,Male
Software Development,Java,27,Zambales,38995,Junior,Female
Helpdesk Manager,SQL,54,Zamboanga Sibugay,72184,Senior,Male
Network Engineering,JavaScript,37,Tawi-Tawi,44044,Mid Level,Male
Technology Sales,Ruby,30,Camarines Norte,42276,Mid Level,Male
Technology Sales,Python,30,Sultan Kudarat,34035,Junior,Male
Software Development,Java,27,Ilocos Norte,44079,Mid Level,Female
Computer Support,JavaScript,30,Pangasinan,19982,Entry Level,Nonbinary
Network Engineering,SQL,37,Bohol,44563,Mid Level,Female
Web Development,JavaScript,30,Guimaras,35222,Junior,Male
Software Development,HTML/CSS,31,Basilan,35230,Junior,Male
Computer Support,Swift,30,Sarangani,27836,Junior,Nonbinary
Network Engineering,SQL,38,Cavite,58157,Mid Level,Male
Information Security,Ruby,64,Lanao del Norte,120059,Executive,Male
Network Engineering,Java,37,Romblon,72072,Senior,Male
Computer Support,Python,30,Benguet,40093,Mid Level,Male
Network Engineering,JavaScript,44,South Cotabato,80950,Senior,Male
Database Administration,JavaScript,46,Bulacan,64825,Mid Level,Female
Database Administration,Java,48,Sarangani,89001,Senior,Male
Network Engineering,JavaScript,42,Surigao del Norte,50163,Mid Level,Male
Software Development,HTML/CSS,30,Iloilo,47291,Mid Level,Male
Software Development,SQL,31,Quirino,43625,Mid Level,Female
Web Development,JavaScript,30,Albay,49695,Mid Level,Male
Cloud Engineering,JavaScript,41,Surigao del Sur,94261,Senior,Nonbinary
Information Security,JavaScript,62,Pangasinan,62262,Mid Level,Female
Computer Support,JavaScript,30,Surigao del Norte,28603,Junior,Male
Computer Support,JavaScript,30,Negros Occidental,37757,Junior,Nonbinary
Web Development,R,30,Guimaras,31504,Junior,Female
Software Development,Java,28,Sultan Kudarat,65865,Mid Level,Male
Software Development,Java,34,Bataan,47082,Mid Level,Male
Software Development,JavaScript,34,Quezon,74426,Senior,Male
Information Security,JavaScript,63,Benguet,83892,Senior,Female
Technology Sales,R,30,Maguindanao del Norte,51956,Mid Level,Male
Computer Support,SQL,30,Kalinga,32939,Junior,Male
Web Development,Swift,30,Maguindanao del Sur,49780,Mid Level,Nonbinary
Technology Sales,Python,30,La Union,43540,Mid Level,Female
Computer Support,Python,30,Camarines Sur,26786,Junior,Male
IT Analysis,Swift,43,Davao del Sur,47192,Mid Level,Male
Network Engineering,Ruby,38,Marinduque,46210,Mid Level,Male
Software Development,R,34,South Cotabato,42707,Mid Level,Male
Web Designer,Ruby,22,Agusan del Sur,36379,Junior,Female
IT Sales Executive,JavaScript,26,Zamboanga Sibugay,46456,Mid Level,Male
Network Engineering,JavaScript,40,Lanao del Sur,46240,Mid Level,Female
Technology Sales,HTML/CSS,30,Camiguin,25873,Junior,Male
Network Engineering,Swift,35,Aurora,63528,Mid Level,Female
Software Development,JavaScript,30,Misamis Oriental,73660,Senior,Nonbinary
Computer Support,Java,30,Nueva Ecija,33750,Junior,Male
Technology Sales,JavaScript,30,Ilocos Sur,39337,Junior,Female
Cloud Engineering,HTML/CSS,44,Bohol,59942,Mid Level,Female
Technology Sales,C++,30,Basilan,33714,Junior,Male
Network Engineering,Java,35,Basilan,64902,Mid Level,Male
Network Engineering,Java,42,Rizal,43337,Mid Level,Nonbinary
IT Analysis,Python,39,Cotabato,58095,Mid Level,Female
Web Development,Java,30,Sarangani,38494,Junior,Male
Web Development,Swift,30,Misamis Oriental,42041,Mid Level,Male
Computer Support,Swift,30,Sultan Kudarat,30090,Junior,Nonbinary
Computer Support,JavaScript,30,Capiz,30909,Junior,Female
Cloud Engineering,Swift,40,Pampanga,51414,Mid Level,Male
Web Development,Java,30,Occidental Mindoro,48140,Mid Level,Male
Information Security,JavaScript,62,Tawi-Tawi,81332,Senior,Male
Web Development,Java,30,Guimaras,51227,Mid Level,Male
IT Sales Executive,R,26,Sorsogon,62595,Mid Level,Male
Web Development,Python,30,Zamboanga del Norte,46662,Mid Level,Female
Technology Sales,PHP,30,Guimaras,23909,Junior,Female
Helpdesk Manager,Ruby,60,Camiguin,50997,Mid Level,Male
Cloud Engineering,SQL,43,Batanes,77631,Senior,Female
IT Analysis,R,37,Oriental Mindoro,58695,Mid Level,Male
Software Development,Java,30,Catanduanes,59067,Mid Level,Male
Information Security,R,48,Southern Leyte,59146,Mid Level,Female
Information Security,Python,46,Tarlac,127126,Executive,Male
Computer Support,R,30,Basilan,34998,Junior,Male
Computer Support,Ruby,30,Oriental Mindoro,28401,Junior,Female
Software Development,Java,32,Misamis Occidental,46329,Mid Level,Male
Information Security,SQL,54,Cebu,84677,Senior,Female
Technology Sales,Swift,30,Camarines Norte,32524,Junior,Female
Software Development,R,31,Benguet,68692,Mid Level,Male
Software Development,PHP,26,Benguet,53763,Mid Level,Nonbinary
IT Analysis,C++,40,Aklan,46058,Mid Level,Male
Network Engineering,C++,42,Isabela,59294,Mid Level,Nonbinary
Computer Support,Python,30,Zambales,19953,Entry Level,Male
Software Development,SQL,31,Oriental Mindoro,45214,Mid Level,Female
Network Engineering,C++,35,Leyte,69037,Mid Level,Male
IT Sales Executive,HTML/CSS,29,Zambales,48741,Mid Level,Male
Computer Support,C++,30,Bohol,36073,Junior,Male
Computer Support,Python,30,Batanes,35916,Junior,Male
Web Development,SQL,30,Southern Leyte,42754,Mid Level,Female
Web Development,Python,30,Cebu,48379,Mid Level,Male
IT Analysis,Java,36,Agusan del Sur,43247,Mid Level,Female
IT Sales Executive,Ruby,30,Occidental Mindoro,40762,Mid Level,Male
IT Analysis,Python,41,Sultan Kudarat,45785,Mid Level,Male
Web Development,Java,30,Palawan,27857,Junior,Male
Software Development,PHP,31,Batangas,49390,Mid Level,Male
Technology Sales,Python,30,La Union,45772,Mid Level,Male
Software Development,Ruby,27,Sulu,67467,Mid Level,Male
Computer Support,JavaScript,30,Kalinga,29984,Junior,Female
Information Security,Swift,51,Tarlac,50632,Mid Level,Male
Computer Support,Swift,30,Palawan,20060,Junior,Female
Computer Support,Java,30,Marinduque,31212,Junior,Nonbinary
IT Sales Executive,C++,29,Sarangani,66774,Mid Level,Male
Computer Support,C++,30,Misamis Oriental,41087,Mid Level,Nonbinary
Database Administration,HTML/CSS,60,Albay,52051,Mid Level,Male
Technology Sales,Python,30,Laguna,29402,Junior,Female
Web Development,Ruby,30,Zamboanga del Sur,50294,Mid Level,Nonbinary
Helpdesk Manager,PHP,60,Misamis Occidental,61348,Mid Level,Male
Computer Support,Python,30,Iloilo,21499,Junior,Nonbinary
Network Engineering,JavaScript,42,Ifugao,57547,Mid Level,Male
Web Designer,Java,24,Quezon,26270,Junior,Female
Database Administration,Java,50,Camarines Norte,65962,Mid Level,Male
IT Sales Executive,Python,26,Bohol,63419,Mid Level,Male
Computer Support,Python,30,Negros Oriental,27445,Junior,Male
Technology Sales,JavaScript,30,Davao de Oro,24695,Junior,Female
Web Development,Java,30,Pampanga,50036,Mid Level,Male
Software Development,Python,30,Ilocos Norte,91397,Senior,Male
Web Designer,HTML/CSS,22,Apayao,30025,Junior,Male
Web Development,Python,30,Maguindanao del Sur,31284,Junior,Female
Network Engineering,Ruby,43,Oriental Mindoro,46541,Mid Level,Male
IT Analysis,JavaScript,36,Misamis Oriental,47125,Mid Level,Male
Database Administration,Swift,61,Pangasinan,53089,Mid Level,Male
Information Security,JavaScript,49,Biliran,66677,Mid Level,Male
Web Designer,Ruby,20,Romblon,37368,Junior,Male
Network Engineering,JavaScript,40,Antique,64521,Mid Level,Male
Web Development,HTML/CSS,30,Bulacan,46554,Mid Level,Male
Computer Support,Java,30,Southern Leyte,31988,Junior,Male
IT Analysis,Python,37,Eastern Samar,52962,Mid Level,Male
IT Analysis,Java,42,Occidental Mindoro,65285,Mid Level,Female
Web Development,Ruby,30,Maguindanao del Norte,35913,Junior,Female
Cloud Engineering,Python,41,Negros Occidental,42661,Mid Level,Female
Database Administration,JavaScript,46,Apayao,43850,Mid Level,Male
Database Administration,Python,60,Bataan,80245,Senior,Male
Computer Support,HTML/CSS,30,Davao Oriental,19888,Entry Level,Female
Cloud Engineering,HTML/CSS,41,South Cotabato,92115,Senior,Male
Software Development,Python,25,Abra,70148,Senior,Male
Computer Support,C++,30,Guimaras,23089,Junior,Female
Software Development,Swift,33,Maguindanao del Sur,71233,Senior,Male
Database Administration,Java,57,Batangas,45107,Mid Level,Male
Computer Support,PHP,30,Masbate,23057,Junior,Nonbinary
Information Security,Java,50,Masbate,87815,Senior,Nonbinary
Information Security,PHP,57,Siquijor,93181,Senior,Nonbinary
IT Analysis,JavaScript,36,Cebu,54322,Mid Level,Female
IT Sales Executive,Java,27,Biliran,31399,Junior,Male
Cloud Engineering,C++,35,Ilocos Norte,46941,Mid Level,Male
Network Engineering,C++,44,Lanao del Norte,32690,Junior,Female
Information Security,C++,57,Ifugao,108681,Executive,Male
Technology Sales,Java,30,Apayao,46422,Mid Level,Male
Network Engineering,Swift,39,Pampanga,43231,Mid Level,Male
Database Administration,JavaScript,57,Quezon,42304,Mid Level,Female
Computer Support,JavaScript,30,Dinagat Islands,20899,Junior,Male
Information Security,C++,49,Laguna,85211,Senior,Nonbinary
Software Development,Ruby,27,Sulu,77490,Senior,Male
Information Security,JavaScript,62,Apayao,83035,Senior,Male
Computer Support,Swift,30,Ilocos Sur,24378,Junior,Male
Software Development,C++,29,South Cotabato,45884,Mid Level,Male
IT Analysis,JavaScript,40,Capiz,60206,Mid Level,Male
Web Development,Python,30,Tawi-Tawi,31195,Junior,Male
IT Analysis,JavaScript,44,Ilocos Sur,42545,Mid Level,Nonbinary
Web Development,Java,30,Sulu,30805,Junior,Male
Software Development,JavaScript,32,Camarines Sur,49560,Mid Level,Male
Information Security,Python,52,Marinduque,61448,Mid Level,Female
IT Analysis,C++,39,Davao Occidental,63500,Mid Level,Female
Helpdesk Manager,JavaScript,64,Marinduque,73073,Senior,Female
Helpdesk Manager,R,48,Abra,74161,Senior,Male
Helpdesk Manager,JavaScript,46,Sulu,68161,Mid Level,Male
IT Analysis,PHP,42,Davao Oriental,40306,Mid Level,Male
Information Security,Ruby,50,Sarangani,137603,Executive,Male
Web Designer,JavaScript,21,Lanao del Sur,50921,Mid Level,Male
Software Development,C++,27,La Union,94150,Senior,Male
Computer Support,Java,30,Mountain Province,34165,Junior,Male
Computer Support,JavaScript,30,Guimaras,39275,Junior,Male
Information Security,JavaScript,51,Southern Leyte,123753,Executive,Male
IT Sales Executive,JavaScript,34,Abra,35914,Junior,Nonbinary
Database Administration,C++,50,Tarlac,86143,Senior,Male
Information Security,HTML/CSS,60,Aurora,72984,Senior,Nonbinary
Computer Support,JavaScript,30,Eastern Samar,37473,Junior,Female
Network Engineering,HTML/CSS,36,Isabela,74833,Senior,Nonbinary
Cloud Engineering,R,42,Lanao del Sur,69612,Mid Level,Male
Technology Sales,JavaScript,30,Bukidnon,23672,Junior,Female
Software Development,Swift,25,Marinduque,74685,Senior,Male
Web Designer,JavaScript,22,Abra,39315,Junior,Male
IT Analysis,Ruby,35,Sultan Kudarat,41326,Mid Level,Male
Database Administration,JavaScript,50,Pangasinan,37627,Junior,Nonbinary
Web Development,HTML/CSS,30,Bohol,36196,Junior,Male
Software Development,R,29,Leyte,85541,Senior,Nonbinary
Network Engineering,Java,43,Masbate,29603,Junior,Male
Network Engineering,JavaScript,41,Albay,65952,Mid Level,Female
Software Development,Java,26,Basilan,62509,Mid Level,Male
Technology Sales,JavaScript,30,Sultan Kudarat,45329,Mid Level,Male
IT Sales Executive,HTML/CSS,31,Capiz,52294,Mid Level,Male
Database Administration,JavaScript,59,Surigao del Norte,76483,Senior,Male
IT Analysis,Java,37,Bataan,61568,Mid Level,Female
Software Development,Python,25,Leyte,96440,Senior,Nonbinary
Software Development,JavaScript,32,Agusan del Sur,71716,Senior,Female
Web Development,C++,30,Camiguin,39825,Junior,Male
Cloud Engineering,Python,37,Apayao,90202,Senior,Female
IT Sales Executive,JavaScript,32,Sarangani,44910,Mid Level,Male
Web Development,Java,30,Bukidnon,58851,Mid Level,Male
Web Designer,Java,24,Surigao del Norte,24052,Junior,Female
Computer Support,JavaScript,30,South Cotabato,36008,Junior,Female
IT Analysis,Java,36,Eastern Samar,57673,Mid Level,Male
IT Analysis,PHP,35,Basilan,54878,Mid Level,Female
Helpdesk Manager,JavaScript,51,Negros Occidental,55819,Mid Level,Nonbinary
Network Engineering,HTML/CSS,35,Zamboanga Sibugay,40633,Mid Level,Nonbinary
IT Analysis,SQL,40,Albay,47216,Mid Level,Male
Technology Sales,Java,30,Catanduanes,47710,Mid Level,Male
Network Engineering,JavaScript,44,Palawan,85894,Senior,Female
Computer Support,SQL,30,Batangas,22857,Junior,Male
Helpdesk Manager,R,60,Laguna,69224,Mid Level,Nonbinary
Software Development,Python,34,Davao del Norte,54334,Mid Level,Male
Information Security,R,64,Davao del Norte,66591,Mid Level,Male
Web Designer,Java,18,Cebu,46858,Mid Level,Male
Technology Sales,Swift,30,Negros Oriental,41329,Mid Level,Male
Web Designer,Swift,18,Davao Occidental,47675,Mid Level,Nonbinary
Network Engineering,PHP,38,Nueva Ecija,50393,Mid Level,Male
Network Engineering,JavaScript,39,Bulacan,57885,Mid Level,Male
IT Analysis,Python,41,Rizal,68597,Mid Level,Male
Helpdesk Manager,JavaScript,58,Davao de Oro,54793,Mid Level,Male
Technology Sales,JavaScript,30,Misamis Oriental,34244,Junior,Male
IT Analysis,HTML/CSS,38,Camiguin,62446,Mid Level,Male
Computer Support,PHP,30,Dinagat Islands,21967,Junior,Male
Database Administration,Python,54,Camarines Norte,60445,Mid Level,Male
Database Administration,R,58,Tawi-Tawi,54321,Mid Level,Male
Software Development,Python,25,Pangasinan,54747,Mid Level,Female
Helpdesk Manager,JavaScript,55,Agusan del Sur,64293,Mid Level,Male
Computer Support,Java,30,Davao Occidental,27685,Junior,Male
Software Development,Ruby,34,Maguindanao del Sur,78052,Senior,Male
IT Analysis,Swift,41,Capiz,42064,Mid Level,Male
Cloud Engineering,C++,36,Agusan del Norte,77668,Senior,Female
Software Development,JavaScript,26,Samar,60643,Mid Level,Female
Database Administration,Python,52,Masbate,63584,Mid Level,Male
Software Development,Java,34,Biliran,84971,Senior,Male
Web Development,Swift,30,Sorsogon,38353,Junior,Female
Information Security,Python,54,Batanes,97447,Senior,Male
Cloud Engineering,PHP,39,Maguindanao del Norte,77491,Senior,Female
Information Security,C++,54,Zambales,111731,Executive,Female
Web Development,Ruby,30,Catanduanes,44838,Mid Level,Nonbinary
Information Security,Java,62,Bukidnon,71398,Senior,Female
Cloud Engineering,Ruby,39,Pangasinan,57045,Mid Level,Female
Web Development,PHP,30,Abra,43819,Mid Level,Female
IT Analysis,R,42,Tarlac,53046,Mid Level,Male
Software Development,Python,30,Cotabato,101689,Executive,Male
Cloud Engineering,JavaScript,37,Cavite,60024,Mid Level,Male
Computer Support,R,30,Guimaras,25824,Junior,Male
IT Analysis,HTML/CSS,42,Zambales,51295,Mid Level,Male
Computer Support,HTML/CSS,30,Ilocos Sur,28377,Junior,Male
Web Development,Python,30,Catanduanes,50156,Mid Level,Male
Information Security,Swift,53,Quirino,97186,Senior,Nonbinary
Software Development,Python,29,Bohol,43848,Mid Level,Male
Network Engineering,JavaScript,36,Dinagat Islands,46065,Mid Level,Nonbinary
Network Engineering,JavaScript,36,Sarangani,46228,Mid Level,Female
Web Development,JavaScript,30,La Union,41422,Mid Level,Male
Cloud Engineering,JavaScript,41,Occidental Mindoro,64937,Mid Level,Nonbinary
Information Security,C++,61,Bukidnon,82602,Senior,Female
Web Designer,JavaScript,19,Camarines Norte,38957,Junior,Nonbinary
Network Engineering,Java,36,Tawi-Tawi,62362,Mid Level,Male
Computer Support,Python,30,Samar,23215,Junior,Female
Software Development,Python,34,Lanao del Sur,85213,Senior,Female
Web Development,R,30,Batanes,38685,Junior,Nonbinary
Software Development,Ruby,28,Oriental Mindoro,70177,Senior,Female
Computer Support,Python,30,Laguna,21407,Junior,Female
IT Analysis,Swift,35,Eastern Samar,39972,Junior,Male
Cloud Engineering,PHP,38,Aurora,106775,Executive,Male
IT Analysis,PHP,44,Apayao,46357,Mid Level,Nonbinary
Cloud Engineering,Ruby,39,Catanduanes,118023,Executive,Male
Web Development,Python,30,Lanao del Norte,36585,Junior,Male
Network Engineering,JavaScript,43,Maguindanao del Norte,79938,Senior,Female
Software Development,JavaScript,25,Aurora,86693,Senior,Male
Information Security,Ruby,49,Biliran,87952,Senior,Male
Web Development,JavaScript,30,Iloilo,39116,Junior,Nonbinary
IT Analysis,Python,36,Batanes,44395,Mid Level,Male
Computer Support,Java,30,Rizal,20454,Junior,Male
Web Development,R,30,Eastern Samar,41003,Mid Level,Nonbinary
Network Engineering,Swift,43,Bukidnon,53463,Mid Level,Male
IT Sales Executive,Swift,30,Samar,35030,Junior,Female
Helpdesk Manager,JavaScript,62,Cagayan,53662,Mid Level,Male
Software Development,Python,27,Bukidnon,104378,Executive,Male
Software Development,Python,32,Ifugao,69483,Mid Level,Male
Network Engineering,HTML/CSS,35,Maguindanao del Norte,79835,Senior,Male
Web Development,SQL,30,Quezon,53674,Mid Level,Male
IT Sales Executive,Swift,27,Northern Samar,61543,Mid Level,Male
Software Development,Java,34,Rizal,46018,Mid Level,Male
Database Administration,SQL,61,Catanduanes,54482,Mid Level,Male
Computer Support,Python,30,Iloilo,37562,Junior,Nonbinary
Technology Sales,JavaScript,30,Albay,40722,Mid Level,Male
Information Security,Java,55,Zamboanga Sibugay,90375,Senior,Female
Cloud Engineering,JavaScript,42,Davao Occidental,99601,Senior,Male
Database Administration,Python,45,Northern Samar,69584,Mid Level,Female
Technology Sales,HTML/CSS,30,Maguindanao del Sur,29328,Junior,Male
Web Designer,JavaScript,22,Tarlac,38066,Junior,Male
Computer Support,Java,30,Isabela,25653,Junior,Male
Technology Sales,SQL,30,Cagayan,47229,Mid Level,Female
Computer Support,Python,30,Mountain Province,24966,Junior,Male
Software Development,Java,29,Abra,71019,Senior,Male
IT Sales Executive,JavaScript,28,Camiguin,64466,Mid Level,Male
Web Development,JavaScript,30,Abra,33901,Junior,Male
Cloud Engineering,JavaScript,41,Sultan Kudarat,85217,Senior,Female
Web Development,R,30,Davao Oriental,34434,Junior,Male
IT Sales Executive,C++,29,Surigao del Norte,55793,Mid Level,Male
Software Development,Python,32,Isabela,71452,Senior,Female
Software Development,JavaScript,25,Misamis Occidental,84803,Senior,Male
Computer Support,JavaScript,30,Samar,33477,Junior,Male
Web Designer,HTML/CSS,22,Davao de Oro,47200,Mid Level,Female
Software Development,Swift,28,Pampanga,88010,Senior,Male
Web Development,Python,30,Misamis Occidental,33765,Junior,Male
Cloud Engineering,JavaScript,37,Southern Leyte,75182,Senior,Nonbinary
Web Development,JavaScript,30,Cagayan,43064,Mid Level,Male
Helpdesk Manager,Python,49,Lanao del Sur,66579,Mid Level,Male
Computer Support,Swift,30,Bataan,25962,Junior,Male
Software Development,HTML/CSS,34,Negros Occidental,93204,Senior,Female
Database Administration,JavaScript,59,Cotabato,55201,Mid Level,Female
Computer Support,JavaScript,30,Bataan,22520,Junior,Female
IT Analysis,Python,37,La Union,42922,Mid Level,Male
Computer Support,Ruby,30,Surigao del Sur,31294,Junior,Female
Information Security,Python,60,Cotabato,99766,Senior,Male
Web Development,Java,30,South Cotabato,32103,Junior,Male
Network Engineering,Swift,42,Northern Samar,36290,Junior,Male
Web Development,JavaScript,30,Eastern Samar,34174,Junior,Nonbinary
Web Development,Ruby,30,Benguet,41258,Mid Level,Male
Software Development,Java,27,Samar,61756,Mid Level,Female
Computer Support,Ruby,30,Sultan Kudarat,30850,Junior,Male
IT Sales Executive,JavaScript,25,Batanes,54398,Mid Level,Male
Cloud Engineering,JavaScript,43,Davao del Norte,73953,Senior,Male
Network Engineering,Java,43,Isabela,78261,Senior,Female
Network Engineering,SQL,40,Quezon,69538,Mid Level,Male
Helpdesk Manager,SQL,61,Zamboanga del Sur,69184,Mid Level,Male
IT Analysis,Java,42,Bohol,42228,Mid Level,Nonbinary
Computer Support,Java,30,Batangas,21790,Junior,Male
IT Analysis,Java,36,Oriental Mindoro,45255,Mid Level,Female
Software Development,Python,33,Dinagat Islands,89886,Senior,Male
Computer Support,PHP,30,Cagayan,30316,Junior,Male
Network Engineering,HTML/CSS,42,Catanduanes,78150,Senior,Male
Web Designer,HTML/CSS,20,Ilocos Sur,36761,Junior,Female
Cloud Engineering,Ruby,39,Misamis Occidental,59482,Mid Level,Male
Database Administration,Python,53,Quezon,53951,Mid Level,Male
Computer Support,Swift,30,Camiguin,29040,Junior,Male
Cloud Engineering,HTML/CSS,35,Sulu,79430,Senior,Nonbinary
Network Engineering,Python,43,Pangasinan,84685,Senior,Female
Computer Support,C++,30,Romblon,22688,Junior,Female
Computer Support,JavaScript,30,Abra,28973,Junior,Female
IT Sales Executive,JavaScript,28,Cotabato,39289,Junior,Female
Network Engineering,R,38,Antique,83140,Senior,Female
Cloud Engineering,JavaScript,38,Bukidnon,88975,Senior,Male
Helpdesk Manager,Ruby,54,Guimaras,75478,Senior,Female
Network Engineering,Ruby,43,Aklan,75403,Senior,Male
Information Security,SQL,50,Quirino,69528,Mid Level,Male
Technology Sales,Swift,30,Iloilo,33764,Junior,Male
Web Development,JavaScript,30,Misamis Oriental,55404,Mid Level,Female
Technology Sales,Python,30,Iloilo,34947,Junior,Male
Software Development,Java,32,Quezon,85053,Senior,Female
Network Engineering,Python,38,Agusan del Sur,36221,Junior,Nonbinary
Helpdesk Manager,Java,60,Surigao del Sur,60112,Mid Level,Male
Technology Sales,Java,30,Ilocos Norte,27405,Junior,Male
Network Engineering,C++,37,Abra,41265,Mid Level,Nonbinary
Network Engineering,Java,35,South Cotabato,57933,Mid Level,Nonbinary
Network Engineering,Python,44,Rizal,70921,Senior,Male
Software Development,JavaScript,31,Bohol,76219,Senior,Female
IT Analysis,Ruby,38,Samar,39692,Junior,Nonbinary
Information Security,JavaScript,58,Zamboanga del Sur,112283,Executive,Male
Computer Support,Java,30,Marinduque,29499,Junior,Nonbinary
Technology Sales,Python,30,Nueva Ecija,32889,Junior,Male
Information Security,Ruby,60,Rizal,64787,Mid Level,Male
Network Engineering,Ruby,37,Negros Oriental,80272,Senior,Male
IT Sales Executive,SQL,25,Antique,45793,Mid Level,Male
Network Engineering,JavaScript,39,Siquijor,77221,Senior,Male
Software Development,JavaScript,26,Maguindanao del Sur,46064,Mid Level,Male
Information Security,Java,47,Marinduque,97936,Senior,Female
Network Engineering,JavaScript,40,Ilocos Sur,83511,Senior,Male
Computer Support,Swift,30,Capiz,36775,Junior,Male
Web Development,Ruby,30,Eastern Samar,41712,Mid Level,Male
Web Development,HTML/CSS,30,Marinduque,48177,Mid Level,Male
Information Security,HTML/CSS,63,Laguna,66506,Mid Level,Male
Computer Support,JavaScript,30,Lanao del Norte,27616,Junior,Male
Computer Support,Ruby,30,Surigao del Sur,32571,Junior,Male
Web Development,Java,30,Batangas,35334,Junior,Male
Web Designer,JavaScript,20,Kalinga,28266,Junior,Female
Web Development,Java,30,Bataan,40297,Mid Level,Female
Information Security,C++,56,Masbate,136613,Executive,Female
IT Analysis,Python,40,Aurora,60154,Mid Level,Male
Network Engineering,JavaScript,39,Laguna,34842,Junior,Male
Web Development,Java,30,Negros Oriental,37600,Junior,Male
IT Analysis,JavaScript,44,Palawan,61856,Mid Level,Nonbinary
Information Security,Java,53,Benguet,74426,Senior,Male
Computer Support,Java,30,Surigao del Sur,27790,Junior,Male
Computer Support,JavaScript,30,Tawi-Tawi,30517,Junior,Male
IT Analysis,Python,35,Abra,49517,Mid Level,Female
Computer Support,HTML/CSS,30,Sultan Kudarat,20197,Junior,Male
Computer Support,JavaScript,30,Bukidnon,23705,Junior,Male
Web Development,Swift,30,Occidental Mindoro,34521,Junior,Nonbinary
Software Development,C++,27,Zambales,55021,Mid Level,Male
Network Engineering,C++,37,Northern Samar,59043,Mid Level,Nonbinary
Information Security,Swift,55,Misamis Oriental,109242,Executive,Male
Web Development,JavaScript,30,Batangas,40069,Mid Level,Male
IT Sales Executive,C++,30,Tawi-Tawi,57929,Mid Level,Male
Technology Sales,JavaScript,30,Cagayan,41587,Mid Level,Male
Computer Support,JavaScript,30,Zamboanga del Norte,32005,Junior,Male
Network Engineering,PHP,42,Sulu,45882,Mid Level,Male
Computer Support,Swift,30,Sarangani,25216,Junior,Male
Web Development,JavaScript,30,Agusan del Norte,45788,Mid Level,Male
Information Security,PHP,47,Surigao del Norte,112722,Executive,Female
Helpdesk Manager,SQL,63,Sulu,72469,Senior,Male
Information Security,JavaScript,50,Negros Oriental,90985,Senior,Male
Software Development,JavaScript,32,Lanao del Norte,84851,Senior,Female
Web Designer,Java,23,Occidental Mindoro,27236,Junior,Female
Computer Support,HTML/CSS,30,Laguna,35943,Junior,Female
Web Development,Ruby,30,Antique,47035,Mid Level,Male
Technology Sales,SQL,30,Sarangani,44577,Mid Level,Male
Technology Sales,R,30,Zamboanga del Norte,27112,Junior,Male
Technology Sales,Ruby,30,Batangas,24356,Junior,Male
IT Sales Executive,PHP,34,Cotabato,31808,Junior,Female
Software Development,PHP,27,Quezon,45116,Mid Level,Male
Network Engineering,JavaScript,38,Ilocos Sur,52867,Mid Level,Female
Web Development,Python,30,Albay,49740,Mid Level,Male
Cloud Engineering,JavaScript,35,Nueva Ecija,49332,Mid Level,Male
IT Sales Executive,Java,32,Bukidnon,49353,Mid Level,Female
Cloud Engineering,JavaScript,38,Zamboanga Sibugay,101216,Executive,Female
Computer Support,C++,30,Zambales,30446,Junior,Female
Network Engineering,R,40,Rizal,56226,Mid Level,Female
Computer Support,R,30,Romblon,25818,Junior,Male
Web Development,HTML/CSS,30,Eastern Samar,57626,Mid Level,Male
Computer Support,PHP,30,Laguna,32409,Junior,Female
Network Engineering,PHP,37,Benguet,37483,Junior,Male
Software Development,JavaScript,30,Cavite,35002,Junior,Male
Computer Support,HTML/CSS,30,Abra,28005,Junior,Male
Technology Sales,Python,30,Davao de Oro,22041,Junior,Male
Information Security,JavaScript,56,Marinduque,62178,Mid Level,Nonbinary
Web Development,C++,30,Ilocos Norte,34438,Junior,Female
Computer Support,JavaScript,30,Romblon,34626,Junior,Nonbinary
Technology Sales,JavaScript,30,Bukidnon,32990,Junior,Male
Software Development,SQL,33,Palawan,50399,Mid Level,Female
Computer Support,SQL,30,Isabela,34272,Junior,Male
Computer Support,Swift,30,Negros Oriental,25250,Junior,Female
Web Development,JavaScript,30,Siquijor,47758,Mid Level,Male
IT Sales Executive,Python,33,Bohol,55970,Mid Level,Female
Network Engineering,JavaScript,44,Southern Leyte,74098,Senior,Male
Software Development,Java,27,Benguet,94387,Senior,Nonbinary
Web Development,Ruby,30,Davao Occidental,39796,Junior,Female
Network Engineering,HTML/CSS,37,Capiz,78575,Senior,Female
